Protein	log2(fold_change)	-log10(fdr_BH)	Gene
sp|P07477|TRY1_HUMAN	1.15080551102244	0.7369820730573313	PRSS1
sp|Q96PU8|QKI_HUMAN	-0.3899606963884614	0.7341368678515159	QKI
sp|O94888|UBXN7_HUMAN	-0.6898153373997206	0.7283121223171553	UBXN7
sp|O43598|DNPH1_HUMAN	0.325528094568264	0.7281349698289135	DNPH1
sp|Q14353|GAMT_HUMAN	0.0633793535813919	0.7274749470574358	GAMT
sp|Q96I25|SPF45_HUMAN	-0.4410137055144034	0.7259151404712653	RBM17
sp|Q15427|SF3B4_HUMAN	-0.4929091456265239	0.7231404736342949	SF3B4
sp|O95347|SMC2_HUMAN	-0.3379631638918805	0.7226099771029646	SMC2
sp|P62081|RS7_HUMAN	-0.5247685070594033	0.7222568064491577	RPS7
sp|P46937|YAP1_HUMAN	-0.4188772793945024	0.720314432070122	YAP1
sp|Q9BRT6|LLPH_HUMAN	-0.7848530298792105	0.720172677103012	LLPH
sp|P13051|UNG_HUMAN	0.4319392091817126	0.7171879612672737	UNG
sp|Q16626|MEA1_HUMAN	-0.9247701496159076	0.7169477090822136	MEA1
sp|Q9UJZ1|STML2_HUMAN	-0.314762605301461	0.7161923425956038	STOML2
sp|Q8NGD3|OR4K5_HUMAN	0.7350083587167306	0.7139853531006606	OR4K5
sp|P62913|RL11_HUMAN	-0.2104087634585926	0.7137962781475151	RPL11
sp|Q9Y3Q0|NALD2_HUMAN	-0.8222313503548508	0.7137962781475151	NAALAD2
sp|P61457|PHS_HUMAN	-0.3215647266870509	0.7130337668499982	PCBD1
sp|Q6IAA8|LTOR1_HUMAN	0.4009141827915331	0.7124698862479204	LAMTOR1
sp|Q8IWX8|CHERP_HUMAN	-0.4642153427279874	0.7120324765103541	CHERP
sp|P41236|IPP2_HUMAN;sp|Q6NXS1|IPP2B_HUMAN	0.5422346170659956	0.7112339026979486	PPP1R2
sp|Q13409|DC1I2_HUMAN	-0.3759890858638529	0.7112339026979486	DYNC1I2
sp|P14927|QCR7_HUMAN	-0.4357308928458783	0.710393838125422	UQCRB
sp|P11216|PYGB_HUMAN	0.5906420386069823	0.7076338704446015	PYGB
sp|O14656|TOR1A_HUMAN	0.0250904441480781	0.7076338704446015	TOR1A
sp|Q9UHX1|PUF60_HUMAN	-0.4674643952126104	0.7004772518035483	PUF60
sp|P01860|IGHG3_HUMAN	-0.2660983592235126	0.7004772518035483	IGHG3
sp|O14782|KIF3C_HUMAN	-0.6488210978068659	0.6981834798319898	KIF3C
sp|P13073|COX41_HUMAN	-0.3813369176673471	0.6963096277313896	COX4I1
sp|O14974|MYPT1_HUMAN	-0.6181700186033622	0.6932660788865992	PPP1R12A
sp|Q99627|CSN8_HUMAN	-0.4453299539178785	0.6917094609771357	COPS8
sp|P07197|NFM_HUMAN	-0.3644164725478243	0.6911031969479017	NEFM
sp|P07384|CAN1_HUMAN	0.8588975568130709	0.6909774866708185	CAPN1
sp|Q96MW1|CCD43_HUMAN	-0.3186696400037071	0.6900464272320193	CCDC43
sp|Q96C86|DCPS_HUMAN	-0.7929089344546532	0.6868198226219587	DCPS
sp|Q9BYG3|MK67I_HUMAN	-0.5186454388752131	0.6840930491564494	NIFK
sp|Q8IVW6|ARI3B_HUMAN	-0.3949850020764237	0.6838054493791147	ARID3B
sp|Q9Y3E1|HDGR3_HUMAN	-0.3298005923339169	0.683804238530807	HDGFL3
sp|P30040|ERP29_HUMAN	-0.6919390442282878	0.6825922736504136	ERP29
sp|P02768|ALBU_HUMAN	-0.5013436813152958	0.6811669456268294	ALB
sp|P20618|PSB1_HUMAN	-0.6926331752542227	0.6809494229949847	PSMB1
sp|Q9NZ08|ERAP1_HUMAN	-0.3487359226094511	0.6793876063235467	ERAP1
sp|Q9BQC6|RT63_HUMAN	-0.1953337886310951	0.6790745521586661	MRPL57
sp|P51114|FXR1_HUMAN	-0.2093535823410114	0.6784326044716621	FXR1
sp|Q13868|EXOS2_HUMAN	-0.3309630982697812	0.6774967005467643	EXOSC2
sp|P35241|RADI_HUMAN	-0.3351029000467403	0.6765590773456945	RDX
sp|P30038|AL4A1_HUMAN	-0.5729981102507572	0.6765590773456945	ALDH4A1
sp|P62937|PPIA_HUMAN	-0.2446054541576417	0.6764874323241008	PPIA
sp|P50395|GDIB_HUMAN	-0.5276634460731177	0.6753248058524198	GDI2
sp|Q9NX20|RM16_HUMAN	-0.4796485822827919	0.6753248058524198	MRPL16
sp|Q9BZE4|NOG1_HUMAN	-0.2974986835278661	0.6752191750053881	GTPBP4
sp|Q96HS1|PGAM5_HUMAN	-0.1676187919608534	0.6689507555631726	PGAM5
sp|P35249|RFC4_HUMAN	-0.6803325771134131	0.6674144913026627	RFC4
sp|Q8WVJ2|NUDC2_HUMAN	0.0338583608945661	0.6671639367192757	NUDCD2
sp|Q9P2K6|KLH42_HUMAN	-1.3785896577252543	0.6663876470461549	KLHL42
sp|P30048|PRDX3_HUMAN	-0.5024961402800591	0.6651360934421864	PRDX3
sp|P62879|GBB2_HUMAN	0.2511897917564598	0.6651360934421864	GNB2
sp|P62873|GBB1_HUMAN	0.2337689073483793	0.6651360934421864	GNB1
sp|Q8TDL5|BPIB1_HUMAN	0.1529692565549543	0.6634582276034318	BPIFB1
sp|Q14320|FA50A_HUMAN	0.2724420888640512	0.6634582276034318	FAM50A
sp|P19388|RPAB1_HUMAN	0.3806547191298687	0.6634582276034318	POLR2E
sp|P31949|S10AB_HUMAN	0.3235651735597709	0.6624588369299418	S100A11
sp|Q9P287|BCCIP_HUMAN	-0.3903350834516654	0.6622164873414652	BCCIP
sp|Q12840|KIF5A_HUMAN	-0.3044446165301445	0.6622164873414652	KIF5A
sp|P63092|GNAS2_HUMAN;sp|Q5JWF2|GNAS1_HUMAN	-0.5141164495687816	0.662026418710056	GNAS
sp|P17600|SYN1_HUMAN	-0.4060845316209001	0.660310840597414	SYN1
sp|O43818|U3IP2_HUMAN	-0.6320894617329469	0.6589969224523438	RRP9
sp|Q8NA56|TTC29_HUMAN	-0.5964608626193697	0.6587578368805904	TTC29
sp|P07101|TY3H_HUMAN	-0.9448094564875072	0.6586031629730766	TH
sp|P80303|NUCB2_HUMAN	-0.4180695601549952	0.6579022232292201	NUCB2
sp|Q03135|CAV1_HUMAN	0.2878334940065968	0.6579022232292201	CAV1
sp|Q9Y2S7|PDIP2_HUMAN	0.1748070473595863	0.657195360581413	POLDIP2
sp|O95299|NDUAA_HUMAN	-0.459107880327553	0.655530001990733	NDUFA10
sp|P25440|BRD2_HUMAN	-0.3654168643055279	0.6551616020207521	BRD2
sp|P00966|ASSY_HUMAN	0.3810260137213095	0.6530571998636309	ASS1
sp|P46821|MAP1B_HUMAN	-0.2397547810562333	0.6520793044990512	MAP1B
sp|P31947|1433S_HUMAN	0.0671299429779072	0.6498461087681097	SFN
sp|P27348|1433T_HUMAN	-0.2660424094620136	0.6498461087681097	YWHAQ
sp|Q8N823|ZN611_HUMAN	0.6322771122273941	0.6497636094255766	ZNF611
sp|Q8WXF1|PSPC1_HUMAN	-0.4789109069341627	0.6472736065840292	PSPC1
sp|Q8N766|EMC1_HUMAN	0.12101587424377	0.6472736065840292	EMC1
sp|P14678|RSMB_HUMAN	0.7849626363616274	0.6450085699627033	SNRPB
sp|Q9NWB6|ARGL1_HUMAN	-0.5901429376842711	0.6448721694439911	ARGLU1
sp|P53992|SC24C_HUMAN	-0.3646898213836071	0.6448721694439911	SEC24C
sp|Q15185|TEBP_HUMAN	-0.3698412384633674	0.64418969470536	PTGES3
sp|P24539|AT5F1_HUMAN	-0.119606777355322	0.6408944719683027	ATP5PB
sp|O43633|CHM2A_HUMAN	-0.1963419641675017	0.6405111575386886	CHMP2A
sp|Q8WXX5|DNJC9_HUMAN	-0.4737461151422727	0.6404091118999635	DNAJC9
sp|Q9GZQ8|MLP3B_HUMAN	-0.6728963466586368	0.6393203917765442	MAP1LC3B
sp|O00445|SYT5_HUMAN	-0.0685016393216645	0.6392019783643218	SYT5
sp|O60783|RT14_HUMAN	0.1812474447564147	0.6383817541052189	MRPS14
sp|Q6P1J9|CDC73_HUMAN	-0.4841779549204285	0.6369638028441669	CDC73
sp|O43572|AKA10_HUMAN	0.2556083510961981	0.6369638028441669	AKAP10
sp|Q9H0S4|DDX47_HUMAN	-0.4249614783800808	0.6369638028441669	DDX47
sp|P43034|LIS1_HUMAN	-0.2746992191505957	0.6365390480623553	PAFAH1B1
sp|Q96C01|F136A_HUMAN	-0.6094124926621104	0.6353187685396724	FAM136A
sp|P06737|PYGL_HUMAN	-0.412541437657108	0.6350838883773496	PYGL
sp|P61158|ARP3_HUMAN	0.2500878591887492	0.6350838883773496	ACTR3
sp|Q15436|SC23A_HUMAN	0.3972821414142907	0.633259717819925	SEC23A
sp|P49589|SYCC_HUMAN	-0.3547039845811846	0.6323148161451284	CARS
sp|Q6JVE9|LCN8_HUMAN	-0.699915539975777	0.6316329401648632	LCN8
sp|Q5VTR2|BRE1A_HUMAN	0.2666305477668766	0.6316329401648632	RNF20
sp|Q8TCX5|RHPN1_HUMAN	-0.2361490187290358	0.6315765363435462	RHPN1
sp|Q8NFH3|NUP43_HUMAN	-0.5759387287020935	0.6307173868641417	NUP43
sp|Q8TB24|RIN3_HUMAN	-0.2207160624133398	0.6299474571090141	RIN3
sp|Q9H3N1|TMX1_HUMAN	-0.3475246747728787	0.6283401254277529	TMX1
sp|P17655|CAN2_HUMAN	0.3009090448542805	0.6256274473593344	CAPN2
sp|Q6FI81|CPIN1_HUMAN	-0.3994530362415928	0.6242227309666875	CIAPIN1
sp|Q9NR00|TCIM_HUMAN	0.4103478751315665	0.6231391320615617	TCIM
sp|Q9Y6Y8|S23IP_HUMAN	0.3704451753689299	0.6231391320615617	SEC23IP
sp|B3EWG3|FM25A_HUMAN;sp|B3EWG5|FM25C_HUMAN;sp|B3EWG6|FM25G_HUMAN	-0.6495156782360545	0.6218282950843209	FAM25A
sp|P25789|PSA4_HUMAN	-0.4748404047721224	0.6218282950843209	PSMA4
sp|P51970|NDUA8_HUMAN	-0.1849472890469164	0.6211251625219241	NDUFA8
sp|O00231|PSD11_HUMAN	-0.1801970213930477	0.6192386589208904	PSMD11
sp|P62333|PRS10_HUMAN	0.2462479664605086	0.6187446128478912	PSMC6
sp|Q96DA6|TIM14_HUMAN	0.0711604906479062	0.6145855552276611	DNAJC19
sp|Q15005|SPCS2_HUMAN	-0.3457585758375612	0.6116310614650824	SPCS2
sp|P51511|MMP15_HUMAN	-0.5874224704128238	0.6116310614650824	MMP15
sp|Q9BY44|EIF2A_HUMAN	-0.7671167491760802	0.6103528048037875	EIF2A
sp|O14744|ANM5_HUMAN	0.5470724494166893	0.6102568773746364	PRMT5
sp|P09496|CLCA_HUMAN	-0.2700767486013266	0.6102568773746364	CLTA
sp|Q9Y4E1|WAC2C_HUMAN	-0.5783513134711135	0.6102568773746364	WASHC2C
sp|O95202|LETM1_HUMAN	0.2309410944987768	0.6102568773746364	LETM1
sp|P62910|RL32_HUMAN	-0.261744609066108	0.60704190748693	RPL32
sp|P07900|HS90A_HUMAN	-0.3699371803847068	0.6069520147258044	HSP90AA1
sp|P50995|ANX11_HUMAN	-0.1985941712513434	0.6069520147258044	ANXA11
sp|Q9P242|NYAP2_HUMAN	-0.3463663365884341	0.6068596307838674	NYAP2
sp|Q4V328|GRAP1_HUMAN	-0.4096514308905913	0.6057410903167441	GRIPAP1
sp|Q6ZRQ5|MMS22_HUMAN	-0.4375213206658525	0.6038259704879543	MMS22L
sp|Q96FJ2|DYL2_HUMAN	-0.333410950130479	0.6032732459252668	DYNLL2
sp|P30043|BLVRB_HUMAN	0.6085470993487426	0.6032732459252668	BLVRB
sp|O60934|NBN_HUMAN	-0.3265609899662781	0.6019597200545833	NBN
sp|O43837|IDH3B_HUMAN	-0.3701645017170758	0.6016250308475087	IDH3B
sp|P63172|DYLT1_HUMAN	-0.5008106649040891	0.6013073295382325	DYNLT1
sp|P47985|UCRI_HUMAN	-0.5273518247315491	0.5962177933239595	UQCRFS1
sp|Q8N807|PDILT_HUMAN	0.6183785118034222	0.5947337681436663	PDILT
sp|P63279|UBC9_HUMAN	-0.3874464121304408	0.594309138563674	UBE2I
sp|O15173|PGRC2_HUMAN	-0.4638361769840454	0.594309138563674	PGRMC2
sp|Q8NBF2|NHLC2_HUMAN	-0.0141243984042675	0.5939042558782023	NHLRC2
sp|P28331|NDUS1_HUMAN	-0.3780941155819496	0.5939042558782023	NDUFS1
sp|P63104|1433Z_HUMAN	-0.4114553518546928	0.5902284310382976	YWHAZ
sp|P62495|ERF1_HUMAN	-0.2446665583412152	0.5902284310382976	ETF1
sp|O75531|BAF_HUMAN	-0.5210886134186006	0.5898967954557391	BANF1
sp|O60831|PRAF2_HUMAN	0.3409027499543844	0.5898721953131452	PRAF2
sp|A6NCC3|GOG8O_HUMAN;sp|F8WBI6|GOG8N_HUMAN	-0.2736089181256725	0.5889302429581852	GOLGA8O
sp|P07311|ACYP1_HUMAN	0.5241439932333132	0.587416329059921	ACYP1
sp|P23258|TBG1_HUMAN	-0.4833462799971619	0.5859927923700514	TUBG1
sp|Q2TAK8|PWP3A_HUMAN	-0.3685656916053269	0.5848638295431317	PWWP3A
sp|Q9Y4W2|LAS1L_HUMAN	-0.3789494144829621	0.5845131649638202	LAS1L
sp|Q99733|NP1L4_HUMAN	-0.2378912650591909	0.5827013475562928	NAP1L4
sp|Q07960|RHG01_HUMAN	0.3791271371055464	0.582358635914374	ARHGAP1
sp|Q99623|PHB2_HUMAN	0.1575217839172553	0.582358635914374	PHB2
sp|Q92575|UBXN4_HUMAN	-0.3746631039162285	0.5781226927059073	UBXN4
sp|Q8N0V4|LGI2_HUMAN	-0.1084550002373284	0.5768068242110249	LGI2
sp|Q15369|ELOC_HUMAN	0.3124152023397829	0.5761171374474474	ELOC
sp|Q9H0U4|RAB1B_HUMAN	0.4948692771137776	0.5749595655627315	RAB1B
sp|Q9NXF1|TEX10_HUMAN	-0.6833050725555776	0.5731399184736671	TEX10
sp|P62136|PP1A_HUMAN	-0.3174679735353991	0.5721832745318873	PPP1CA
sp|Q96CS3|FAF2_HUMAN	0.3572016137665562	0.572026375586287	FAF2
sp|Q5JRA6|TGO1_HUMAN	-0.7249314407289488	0.5690796226870458	MIA3
sp|P41227|NAA10_HUMAN	-0.2230109746054848	0.5690796226870458	NAA10
sp|P62847|RS24_HUMAN	-0.2129687108982263	0.5690796226870458	RPS24
sp|P16278|BGAL_HUMAN	-0.1584410709165537	0.5638461780869137	GLB1
sp|Q6UW68|TM205_HUMAN	0.2598405605014354	0.5569512423653378	TMEM205
sp|P68402|PA1B2_HUMAN	0.3644235803008947	0.556851565829749	PAFAH1B2
sp|Q99747|SNAG_HUMAN	0.1536247591132701	0.5562764067975499	NAPG
sp|P49585|PCY1A_HUMAN	0.1706131116322765	0.5556062514121419	PCYT1A
sp|Q04637|IF4G1_HUMAN	-0.1567409362860786	0.5548463094125399	EIF4G1
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN	-0.7716502309853475	0.5548463094125399	CALM1
sp|O75131|CPNE3_HUMAN	0.2408230388593173	0.5533639843220112	CPNE3
sp|Q6ZU35|K1211_HUMAN	-0.3459623543195168	0.5501789123466301	KIAA1211
sp|Q9NY33|DPP3_HUMAN	0.4262535052102093	0.5499473205497343	DPP3
sp|Q9UMS4|PRP19_HUMAN	-0.389359041840812	0.5455780528812668	PRPF19
sp|Q01105|SET_HUMAN	-0.6925762097224608	0.5455780528812668	SET
sp|Q9Y5K5|UCHL5_HUMAN	-0.230510538921399	0.5455780528812668	UCHL5
sp|P56385|ATP5I_HUMAN	-0.4113792329167952	0.5447289039816463	ATP5ME
sp|Q53GS9|SNUT2_HUMAN	-0.1532672934877716	0.5442581877578051	USP39
sp|Q9Y251|HPSE_HUMAN	0.0198044072300665	0.5429499596415465	HPSE
sp|Q15022|SUZ12_HUMAN	-0.3397138783211045	0.5386854911120198	SUZ12
sp|Q9Y2Q3|GSTK1_HUMAN	0.3644829037869285	0.5367152232738175	GSTK1
sp|Q8N9V7|TOPZ1_HUMAN	0.7469831434692027	0.5357914303045483	TOPAZ1
sp|Q8ND24|RN214_HUMAN	0.4511441550553966	0.5346919831187416	RNF214
sp|O00487|PSDE_HUMAN	-0.0560177972575741	0.53217646454724	PSMD14
sp|Q9NPA8|ENY2_HUMAN	-0.2064131415523769	0.5296566008690281	ENY2
sp|P62826|RAN_HUMAN	-0.2746833326295947	0.5276621134372124	RAN
sp|Q6P3S1|DEN1B_HUMAN	-0.6723740315409688	0.5264148668332485	DENND1B
sp|P49790|NU153_HUMAN	-0.5596727081725895	0.5243764379773401	NUP153
sp|Q8N8S7|ENAH_HUMAN	-0.3811330926814834	0.5236474284082077	ENAH
sp|O15269|SPTC1_HUMAN	0.2616639036195182	0.5236474284082077	SPTLC1
sp|Q7L0Y3|TM10C_HUMAN	-0.2236992668629367	0.5236474284082077	TRMT10C
sp|Q9H799|CPLN1_HUMAN	-0.440233163065869	0.523058474857051	CPLANE1
sp|Q96I24|FUBP3_HUMAN	0.3436945038699355	0.5219438673917132	FUBP3
sp|P35244|RFA3_HUMAN	-0.5112138815637439	0.5185466680730493	RPA3
sp|Q3YEC7|RABL6_HUMAN	-1.142332168801026	0.5174286948966041	RABL6
sp|Q9BUQ8|DDX23_HUMAN	-0.4934690060158964	0.5148894477425715	DDX23
sp|P24666|PPAC_HUMAN	-0.0963193890699384	0.5140221068430859	ACP1
sp|Q86W24|NAL14_HUMAN	-0.2998351578614486	0.5140221068430859	NLRP14
sp|P38117|ETFB_HUMAN	-0.231475524236884	0.5120640311852263	ETFB
sp|P16435|NCPR_HUMAN	-0.1453163587212159	0.5099916496198658	POR
sp|P04075|ALDOA_HUMAN	-0.3055404536122336	0.5099848982778648	ALDOA
sp|P18615|NELFE_HUMAN	-0.7345016933542229	0.5089390035584926	NELFE
sp|Q15382|RHEB_HUMAN	-0.4329874573096186	0.5059634004023049	RHEB
sp|O75351|VPS4B_HUMAN	0.4432417592216413	0.5059634004023049	VPS4B
sp|O94905|ERLN2_HUMAN	-0.3961571955843477	0.5055945431759563	ERLIN2
sp|Q9NUP9|LIN7C_HUMAN	0.1097584681292663	0.5055135443340907	LIN7C
sp|P0DJI8|SAA1_HUMAN	0.6139857621565148	0.502621892466837	SAA1
sp|P21579|SYT1_HUMAN	0.3083892949381039	0.502621892466837	SYT1
sp|Q9NV06|DCA13_HUMAN	-0.1707799542094892	0.5023606277497019	DCAF13
sp|P39656|OST48_HUMAN	-0.2907964891332844	0.5023606277497019	DDOST
sp|O14618|CCS_HUMAN	0.2060637572213349	0.5023606277497019	CCS
sp|P14314|GLU2B_HUMAN	-0.3441697038026721	0.5009838574146509	PRKCSH
sp|Q92930|RAB8B_HUMAN	0.5556545811603567	0.5009671929063958	RAB8B
sp|P35813|PPM1A_HUMAN	0.5072880745324398	0.4973645966287735	PPM1A
sp|Q92988|DLX4_HUMAN	-0.4946081276767941	0.4973645966287735	DLX4
sp|P51513|NOVA1_HUMAN	-0.2675361257798563	0.4896604286649712	NOVA1
sp|Q06210|GFPT1_HUMAN	-0.1997473617013967	0.4894968306831946	GFPT1
sp|P31946|1433B_HUMAN	-0.1523412283017182	0.4894968306831946	YWHAB
sp|O95197|RTN3_HUMAN	0.1893971733430777	0.4851307916345162	RTN3
sp|Q13526|PIN1_HUMAN	-0.3553657986770826	0.4845139643047554	PIN1
sp|O15144|ARPC2_HUMAN	-0.2212749903903929	0.4837703854458609	ARPC2
sp|Q9NX24|NHP2_HUMAN	-0.548817811253624	0.4837297779758749	NHP2
sp|Q13425|SNTB2_HUMAN	0.1823605235694894	0.4832502156097978	SNTB2
sp|Q9HCN8|SDF2L_HUMAN	-0.3505442853749539	0.4822528390469369	SDF2L1
sp|Q567U6|CCD93_HUMAN	-0.0411771954999397	0.4804330213698647	CCDC93
sp|Q8NFF5|FAD1_HUMAN	0.963886646135515	0.4804330213698647	FLAD1
sp|P20338|RAB4A_HUMAN	0.4645217560522304	0.4804330213698647	RAB4A
sp|Q9NRW1|RAB6B_HUMAN	0.5288182339220167	0.4804330213698647	RAB6B
sp|P52888|THOP1_HUMAN	-0.344072460875777	0.4804330213698647	THOP1
sp|Q8IWC1|MA7D3_HUMAN	-0.3978317474986133	0.4804330213698647	MAP7D3
sp|Q13867|BLMH_HUMAN	-0.2949868768462696	0.4800524299497363	BLMH
sp|Q15008|PSMD6_HUMAN	0.6847354330847361	0.4800157228729225	PSMD6
sp|O00458|IFRD1_HUMAN	-0.3908513243462762	0.4769508683263257	IFRD1
sp|Q8WXA9|SREK1_HUMAN	-0.4782814560388776	0.4763892358198545	SREK1
sp|O94906|PRP6_HUMAN	-0.1567981510862076	0.4749866771780167	PRPF6
sp|P19404|NDUV2_HUMAN	-0.2988230415759972	0.4725206664460257	NDUFV2
sp|Q8N3Y7|RDHE2_HUMAN	-0.1056737255247563	0.4719825861115478	SDR16C5
sp|O60341|KDM1A_HUMAN	-0.8774804745691387	0.4714397621758872	KDM1A
sp|Q2M3G0|ABCB5_HUMAN	-0.3857013694419537	0.4714397621758872	ABCB5
sp|P53999|TCP4_HUMAN	-0.0038512651170371	0.4714397621758872	SUB1
sp|Q6ZRY4|RBPS2_HUMAN	0.2875308371377086	0.4711958563309804	RBPMS2
sp|P38571|LICH_HUMAN	0.6184216349146605	0.4709553540529182	LIPA
sp|O95361|TRI16_HUMAN	0.6334515407005379	0.4703643124462896	TRIM16
sp|O00115|DNS2A_HUMAN	0.2268765352389619	0.4668367774390945	DNASE2
sp|P36543|VATE1_HUMAN	0.2220776075689353	0.4663982311477926	ATP6V1E1
sp|P46087|NOP2_HUMAN	-0.2158486924505347	0.4662917161165305	NOP2
sp|P42126|ECI1_HUMAN	-0.2764645388351745	0.464772192953265	ECI1
sp|Q8WYA6|CTBL1_HUMAN	-0.2633954620802768	0.464772192953265	CTNNBL1
sp|Q5RKV6|EXOS6_HUMAN	-0.1446001145672745	0.4643851391667367	EXOSC6
sp|Q9Y6H1|CHCH2_HUMAN	-0.4074425719333447	0.4643851391667367	CHCHD2
sp|P01024|CO3_HUMAN	-0.1371775248161504	0.4640749609630391	C3
sp|A5PLN9|TPC13_HUMAN	0.6639956788184305	0.4640749609630391	TRAPPC13
sp|Q8NAV1|PR38A_HUMAN	-0.0185224350956831	0.4634650384566972	PRPF38A
sp|Q16531|DDB1_HUMAN	0.3308984380550129	0.4630323912342965	DDB1
sp|Q92820|GGH_HUMAN	-0.4546064386169893	0.4620306934048925	GGH
sp|P16410|CTLA4_HUMAN	0.8036472049584564	0.4617563396750258	CTLA4
sp|Q86XE5|HOGA1_HUMAN	-0.2608440695508141	0.4617563396750258	HOGA1
sp|P42566|EPS15_HUMAN	-0.4904677389378121	0.4614361856583748	EPS15
sp|Q9UHF3|NAT8B_HUMAN	0.9071119109348385	0.4594799565588749	NAT8B
sp|Q9BRX8|PXL2A_HUMAN	0.0585209697357954	0.4592833886502063	PRXL2A
sp|Q9P032|NDUF4_HUMAN	0.2494839666615856	0.457686345995727	NDUFAF4
sp|Q14166|TTL12_HUMAN	0.3589444080046366	0.4576238223691005	TTLL12
sp|P48556|PSMD8_HUMAN	0.7254571956693243	0.4568061879525033	PSMD8
sp|Q9P0J0|NDUAD_HUMAN	0.6644522596633954	0.4557532149459595	NDUFA13
sp|P83916|CBX1_HUMAN	-0.1791810977529372	0.4532859932465343	CBX1
sp|P52926|HMGA2_HUMAN	-1.0326620768939692	0.4513624758818236	HMGA2
sp|O00244|ATOX1_HUMAN	0.0693842517438447	0.4467660749146995	ATOX1
sp|Q06124|PTN11_HUMAN	-0.1839677332971369	0.4456777130978467	PTPN11
sp|Q9NX62|IMPA3_HUMAN	0.4204227122541099	0.4451099553850919	IMPAD1
sp|Q96T68|SETB2_HUMAN	-0.1894318630255759	0.4451099553850919	SETDB2
sp|P61326|MGN_HUMAN	0.1249079294361059	0.4418313511206149	MAGOH
sp|Q10713|MPPA_HUMAN	-0.3110536431819647	0.4402516148893839	PMPCA
sp|P48739|PIPNB_HUMAN	-0.3597957777747781	0.4402516148893839	PITPNB
sp|P61088|UBE2N_HUMAN	-0.1949595541821973	0.4402516148893839	UBE2N
sp|Q9UKK9|NUDT5_HUMAN	0.4941630698764017	0.4396522207501299	NUDT5
sp|P20340|RAB6A_HUMAN	0.390864023283688	0.4395190434749899	RAB6A
sp|P62258|1433E_HUMAN	-0.5017258720357745	0.437972582404269	YWHAE
sp|P11233|RALA_HUMAN	0.2714061939749946	0.437972582404269	RALA
sp|Q99856|ARI3A_HUMAN	-0.2368618937864615	0.437972582404269	ARID3A
sp|O75521|ECI2_HUMAN	-0.2590383649264883	0.4364369921118917	ECI2
sp|Q9BW91|NUDT9_HUMAN	-0.063759123563426	0.4355795073803307	NUDT9
sp|Q9Y3D7|TIM16_HUMAN	-0.3395577252585093	0.433887087776344	PAM16
sp|Q9BPW8|NIPS1_HUMAN	0.5085641969595283	0.4327451203380958	NIPSNAP1
sp|P56378|68MP_HUMAN	-0.3668951547189612	0.4321127717170803	MP68
sp|P61970|NTF2_HUMAN	0.2631328332134977	0.4299228259046287	NUTF2
sp|P27695|APEX1_HUMAN	-0.2661977884797692	0.4298491081802159	APEX1
sp|Q96HY6|DDRGK_HUMAN	-0.4080336750149193	0.4294713360679577	DDRGK1
sp|P61201|CSN2_HUMAN	-0.5026341330660036	0.4294713360679577	COPS2
sp|P23368|MAOM_HUMAN	0.1526081832916471	0.4283066200097122	ME2
sp|P49770|EI2BB_HUMAN	-0.2511004059645009	0.427953560014877	EIF2B2
sp|P60866|RS20_HUMAN	-0.3459243197070235	0.4262483236017278	RPS20
sp|P28330|ACADL_HUMAN	0.1782965347573948	0.4259477107406433	ACADL
sp|Q9BY43|CHM4A_HUMAN	-0.1667753459828582	0.4247898084255032	CHMP4A
sp|Q04917|1433F_HUMAN	-0.1933596104201991	0.4232810711632955	YWHAH
sp|Q9HCS7|SYF1_HUMAN	0.3392882366269719	0.4232810711632955	XAB2
sp|O95336|6PGL_HUMAN	-0.2118647001102795	0.4222612569916653	PGLS
sp|O75496|GEMI_HUMAN	1.2918440730945862	0.4222612569916653	GMNN
sp|P62857|RS28_HUMAN	-0.096720340342467	0.4212101068972393	RPS28
sp|P61224|RAP1B_HUMAN	0.2407706884514258	0.4208714312540744	RAP1B
sp|P54727|RD23B_HUMAN	-0.3988999761892681	0.4207877055096336	RAD23B
sp|P46783|RS10_HUMAN	-0.2278326992131266	0.4205767209382991	RPS10
sp|P61019|RAB2A_HUMAN	-0.5313056312564629	0.4202544590442789	RAB2A
sp|Q9NP77|SSU72_HUMAN	0.202982968441317	0.4202544590442789	SSU72
sp|Q92734|TFG_HUMAN	0.3825306326926881	0.414993061381591	TFG
sp|P62316|SMD2_HUMAN	-0.3112592614739498	0.414993061381591	SNRPD2
sp|P22307|NLTP_HUMAN	-0.5261225193992887	0.414993061381591	SCP2
sp|Q9GZR5|ELOV4_HUMAN	-0.8238907279867649	0.413247224100401	ELOVL4
sp|P41091|IF2G_HUMAN	-0.3468773037218489	0.4111128635839575	EIF2S3
sp|Q05048|CSTF1_HUMAN	0.3119414500790292	0.4104895243923446	CSTF1
sp|P00568|KAD1_HUMAN	0.5775026105159147	0.4091865953418527	AK1
sp|Q9NPA0|EMC7_HUMAN	0.4336412521776047	0.4080135004484334	EMC7
sp|P35914|HMGCL_HUMAN	0.7469604236419695	0.4075600202932863	HMGCL
sp|Q8N9N7|LRC57_HUMAN	-0.26588574534825	0.4055988881033705	LRRC57
sp|Q13619|CUL4A_HUMAN	-0.3278756081124755	0.4041894586158729	CUL4A
